doc_id|term_str|n
0|1|2
0|2|2
0|3|3
0|4|1
0|5|1
0|513|1
0|58|1
0|59names|1
0|6|8
0|60of|1
0|64|1
0|7|2
0|8|1
0|9|4
0|a|7
0|abandoned|1
0|abased|1
0|above|2
0|accepted|1
0|according|1
0|acquiesced|1
0|active|2
0|advantageous|3
0|all|5
0|aloft|1
0|also|1
0|always|3
0|and|36
0|andthe|1
0|appearing|2
0|appears|2
0|appendix|1
0|appendixes|1
0|application|2
0|apprehensive|1
0|arbitrary|1
0|are|7
0|as|14
0|ascribe|1
0|assigned|3
0|assigns|1
0|at|1
0|attributes|3
0|b|1
0|based|1
0|be|16
0|been|3
0|being|1
0|benevolence|1
0|beyond|1
0|both|1
0|bow|1
0|but|5
0|by|10
0|c|4
0|called|3
0|came|1
0|can|1
0|careful|1
0|case|1
0|changes|1
0|characteristic|1
0|characters|1
0|chinese|2
0|ching|3
0|combination|1
0|commencing|2
0|confucius|2
0|consists|2
0|constitutes|1
0|containing|1
0|contains|2
0|correct|2
0|corresponding|1
0|coupled|1
0|creature|1
0|dangerous|1
0|day|1
0|deep|2
0|denote|1
0|describe|1
0|deservedly|1
0|determined|1
0|diagrams|1
0|dignity|1
0|display|1
0|disport|1
0|distinction|1
0|divest|1
0|divided|4
0|divination|1
0|does|1
0|doing|1
0|double|1
0|down|1
0|dragon|7
0|dragons|2
0|drawn|1
0|duke|4
0|each|2
0|earliest|1
0|effect|1
0|either|1
0|emblem|2
0|emblematic|1
0|employed|1
0|entire|1
0|entirely|1
0|errataindexnext|1
0|especially|1
0|evening|1
0|exceeding|1
0|exhibiting|1
0|explaining|2
0|explanation|5
0|explanations|1
0|explanatory|1
0|field|1
0|fifth|1
0|figure|3
0|figures|1
0|find|1
0|firm|2
0|first|3
0|fly|1
0|followed|1
0|for|7
0|force|2
0|form|1
0|fortune|2
0|found|1
0|four|3
0|fourth|1
0|from|4
0|further|1
0|fûhsî|1
0|give|3
0|given|3
0|going|1
0|gone|1
0|good|2
0|great|6
0|greatly|1
0|has|3
0|haughtiness|1
0|have|5
0|he|4
0|heads|2
0|heaven|1
0|held|1
0|here|2
0|hexagram|4
0|hexagrams|3
0|hexagramsacred|1
0|hid|1
0|high|1
0|highest|1
0|him|1
0|his|2
0|home|1
0|host|2
0|however|2
0|hsiang|1
0|hsî|1
0|humility|1
0|i|5
0|icirc|1
0|if|2
0|ii|2
0|in|25
0|indicated|1
0|individual|1
0|inner|1
0|instead|1
0|intermediate|1
0|interpretation|1
0|interpretations|1
0|introduced|1
0|is|18
0|it|12
0|ithe|1
0|its|8
0|itself|2
0|iv|2
0|jargon|1
0|justification|1
0|kept|1
0|khien|3
0|khwăn|3
0|king|5
0|knowledge|1
0|kâu|4
0|kû|1
0|land|1
0|leaping|1
0|least|1
0|legge|1
0|limits|2
0|line|6
0|lines|11
0|looking|1
0|lower|1
0|lowest|2
0|lying|1
0|made|1
0|man|7
0|manipulation|1
0|many|1
0|mark|1
0|meaning|3
0|meet|2
0|merely|1
0|mistake|2
0|moral|1
0|must|1
0|names|1
0|narrative|1
0|nature|1
0|new|2
0|next|2
0|nine|11
0|no|2
0|nomenclature|1
0|not|5
0|notices|1
0|now|1
0|number|4
0|numbered|1
0|numbers|3
0|occasion|2
0|of|48
0|off|1
0|often|1
0|old|4
0|on|4
0|one|4
0|only|3
0|opposite|1
0|or|10
0|order|1
0|originating|1
0|other|2
0|our|1
0|outer|1
0|own|1
0|pages|1
0|paragraph|4
0|paragraphs|1
0|penetrating|2
0|place|1
0|portion|1
0|position|1
0|possible|1
0|preferred|1
0|present|1
0|previous|1
0|principles|1
0|process|1
0|proper|3
0|proposed|1
0|propriety|1
0|pulled|1
0|purpose|1
0|reconcile|1
0|relax|1
0|repeated|1
0|repentance|2
0|represent|1
0|representative|1
0|represented|2
0|represents|1
0|requires|1
0|respectively|1
0|responses|1
0|result|1
0|righteousness|1
0|rulingsage|1
0|runs|1
0|s|3
0|sacred|1
0|sagehood|1
0|said|1
0|second|2
0|section|1
0|see|7
0|separate|1
0|seven|1
0|shall|1
0|should|3
0|simply|1
0|six|7
0|sixth|3
0|sky|1
0|so|1
0|soar|1
0|son|1
0|sovereignty|1
0|space|1
0|sphere|1
0|stalks|1
0|still|2
0|strokes|1
0|strong|2
0|subject|6
0|submission|1
0|such|1
0|superior|2
0|supernumerary|1
0|symbol|1
0|take|1
0|technically|1
0|terms|1
0|text|3
0|textsi|2
0|that|6
0|the|120
0|their|2
0|them|1
0|themselves|1
0|thep|1
0|there|4
0|these|2
0|they|1
0|third|2
0|this|6
0|through|2
0|throughout|1
0|thus|2
0|tight|1
0|time|3
0|tithe|1
0|to|26
0|together|1
0|topmost|2
0|tr|1
0|translate|1
0|translation|1
0|trigram|1
0|trigrams|1
0|two|7
0|unchanging|1
0|under|2
0|undivided|8
0|unimportant|1
0|universally|1
0|up|3
0|us|1
0|use|3
0|used|3
0|usep|1
0|view|1
0|vigilant|1
0|virtues|1
0|water|1
0|we|8
0|weak|1
0|were|3
0|what|4
0|which|2
0|while|1
0|whole|3
0|will|10
0|wing|1
0|wisdom|1
0|with|5
0|without|1
0|would|5
0|writers|1
0|written|1
0|wăn|4
0|y|1
0|yang|7
0|yin|7
0|young|2
0|žokwan|1
1|1|2
1|12th|1
1|2|3
1|3|3
1|4|2
1|5|2
1|530|1
1|6|1
1|61|1
1|62dragon|1
1|7|2
1|a|11
1|according|2
1|advantage|1
1|advantageous|2
1|advantageousness|1
1|affairs|1
1|again|1
1|all|2
1|along|1
1|an|2
1|and|21
1|animal|1
1|any|1
1|ap|1
1|appears|1
1|are|3
1|arise|1
1|arrangement|1
1|as|5
1|ascribed|1
1|astray|1
1|attribute|1
1|attributes|1
1|bc|1
1|be|11
1|become|1
1|being|1
1|beyond|1
1|blame|1
1|bleed|1
1|blood|2
1|bring|2
1|but|6
1|by|6
1|changed|1
1|chiefly|1
1|chinese|1
1|ching|4
1|claim|1
1|colour|3
1|colours|1
1|come|1
1|common|1
1|conception|1
1|correct|3
1|correctness|2
1|creature|1
1|cube|1
1|defined|1
1|difference|1
1|divided|9
1|docile|1
1|docility|1
1|dragon|1
1|dragons|1
1|duke|1
1|earth|3
1|efforts|1
1|engage|1
1|every|1
1|excellence|2
1|exercising|1
1|expresses|1
1|fifth|2
1|fight|1
1|fighting|1
1|fights|1
1|figure|2
1|find|2
1|firm|1
1|firmly|1
1|firmness|4
1|first|1
1|five|1
1|follow|1
1|following|1
1|for|5
1|former|1
1|fortunate|1
1|fortune|2
1|fourth|1
1|friends|3
1|from|2
1|garment|2
1|getting|1
1|glory|1
1|go|1
1|good|4
1|great|4
1|greater|1
1|greatly|1
1|ground|1
1|has|2
1|have|1
1|having|1
1|he|10
1|heaven|1
1|here|3
1|hexagram|5
1|hexagramsacred|1
1|himself|4
1|his|11
1|hoarfrost|1
1|honour|1
1|humble|1
1|humility|1
1|i|4
1|ice|1
1|icirc|2
1|ideal|1
1|if|6
1|iii|2
1|iithe|1
1|immediate|1
1|in|17
1|indexnext|1
1|indicated|1
1|initiative|2
1|instruction|1
1|intended|1
1|interpretation|1
1|into|2
1|is|18
1|issue|1
1|it|4
1|its|5
1|itself|1
1|keep|1
1|keeping|1
1|khien|3
1|khwăn|4
1|khâo|1
1|king|4
1|kun|1
1|kwan|1
1|kăn|1
1|legge|2
1|limits|1
1|line|4
1|lines|3
1|lord|4
1|losing|1
1|lower|2
1|made|1
1|maintaining|1
1|make|1
1|man|5
1|mare|2
1|mention|1
1|mind|1
1|minister|1
1|movement|1
1|must|1
1|narrative|1
1|next|1
1|no|1
1|northeast|1
1|not|4
1|note|1
1|number|1
1|occasion|1
1|occupant|1
1|occupied|1
1|of|34
1|officer|1
1|on|3
1|one|1
1|operation|1
1|opposite|1
1|or|3
1|originating|1
1|others|1
1|own|1
1|paragraph|6
1|part|1
1|penetrating|1
1|perpetually|1
1|place|2
1|plain|1
1|plate|1
1|portion|1
1|possess|1
1|praise|1
1|presents|1
1|previous|1
1|principles|1
1|proper|4
1|purple|1
1|qualities|1
1|quarter|1
1|quietness|1
1|repeated|1
1|represented|2
1|represents|1
1|respect|1
1|rest|1
1|restraint|3
1|result|1
1|ruler|2
1|s|1
1|sack|1
1|sacred|1
1|said|1
1|same|2
1|says|1
1|seat|1
1|second|1
1|section|2
1|see|2
1|seek|2
1|seeking|1
1|seen|1
1|serve|2
1|service|2
1|sex|1
1|should|2
1|shows|6
1|six|8
1|sixth|2
1|sky|1
1|southwest|2
1|square|1
1|still|1
1|straight|1
1|strength|1
1|strong|2
1|subject|7
1|subordination|1
1|success|1
1|superior|4
1|supposes|1
1|symbol|2
1|symbolism|2
1|take|2
1|takes|1
1|tendencies|1
1|text|2
1|textsi|2
1|than|1
1|that|7
1|the|80
1|their|3
1|there|5
1|they|1
1|third|1
1|this|2
1|those|1
1|though|1
1|thus|1
1|thwan|1
1|tied|1
1|to|18
1|tr|2
1|transformed|1
1|treading|1
1|trigram|1
1|trigrams|1
1|true|1
1|under|3
1|undivided|1
1|up|2
1|us|1
1|use|1
1|various|1
1|we|1
1|weak|1
1|what|2
1|when|1
1|which|2
1|while|1
1|who|1
1|wild|2
1|will|15
1|with|4
1|without|1
1|would|1
1|writer|1
1|wăn|1
1|y|2
1|yang|1
1|year|1
1|yellow|3
1|žo|1
2|1|2
2|2|2
2|3|1
2|4|1
2|5|2
2|6|1
2|63|1
2|64trigram|1
2|a|17
2|abide|1
2|abject|1
2|able|2
2|above|3
2|acquainted|1
2|action|1
2|adherence|1
2|advance|3
2|advancing|2
2|advantage|3
2|advantageous|2
2|advantageously|1
2|affairs|1
2|affect|1
2|after|2
2|all|5
2|also|3
2|and|35
2|any|1
2|appear|1
2|appendix|1
2|appointing|1
2|appropriate|1
2|arise|1
2|arises|1
2|around|1
2|as|3
2|assailed|1
2|at|1
2|attempted|1
2|authority|3
2|avoids|1
2|be|21
2|being|3
2|below|1
2|benefits|1
2|better|1
2|blood|1
2|but|9
2|by|5
2|called|1
2|can|1
2|capable|1
2|case|3
2|caution|2
2|central|1
2|centre|1
2|character|1
2|chariot|3
2|chase|1
2|children|1
2|ching|4
2|circumstances|1
2|clothed|1
2|combination|1
2|come|1
2|comfort|1
2|condition|1
2|consequent|1
2|controlled|1
2|cooperation|1
2|cope|1
2|correct|3
2|correctness|2
2|danger|1
2|declines|1
2|deer|1
2|denoted|1
2|denoting|1
2|destinies|1
2|did|1
2|different|1
2|difficult|1
2|difficulties|2
2|difficulty|4
2|directed|1
2|disorder|2
2|dispensing|2
2|dispose|1
2|distressed|1
2|divided|7
2|duke|1
2|earth|1
2|entrusted|1
2|especially|1
2|even|2
2|every|1
2|evil|1
2|expected|1
2|extremity|1
2|faith|1
2|favours|1
2|feudal|2
2|fifth|3
2|figure|1
2|finally|1
2|finding|1
2|firm|3
2|firmness|1
2|first|5
2|following|1
2|for|4
2|forest|1
2|forester|1
2|form|1
2|fortunate|1
2|fortune|1
2|forward|2
2|fourth|2
2|from|2
2|game|1
2|get|1
2|give|1
2|go|1
2|good|3
2|government|1
2|gradually|1
2|great|6
2|growth|1
2|guidance|1
2|had|2
2|happily|1
2|hard|1
2|has|2
2|have|2
2|he|9
2|help|2
2|hence|2
2|her|5
2|hexagram|3
2|hexagramsacred|1
2|him|8
2|himself|4
2|his|9
2|hold|1
2|horses|3
2|house|1
2|how|1
2|however|1
2|i|5
2|icirc|2
2|idea|1
2|ideas|1
2|if|2
2|ii|1
2|iiithe|1
2|immediate|1
2|in|27
2|indexnext|1
2|indicates|1
2|intended|1
2|introduce|1
2|introduced|1
2|is|23
2|it|10
2|its|8
2|iv|1
2|king|3
2|kun|2
2|kâu|1
2|lady|3
2|legge|2
2|let|2
2|lightly|1
2|line|13
2|look|1
2|lower|1
2|lowest|1
2|made|1
2|maintains|1
2|make|1
2|man|2
2|mark|1
2|marking|1
2|marriage|2
2|marrying|1
2|match|1
2|men|1
2|midst|1
2|might|1
2|mind|1
2|mobility|1
2|more|3
2|movement|1
2|must|2
2|măng|1
2|necessary|1
2|necessity|1
2|next|1
2|nine|2
2|not|4
2|notes|1
2|number|1
2|objects|1
2|obliged|2
2|occupancy|1
2|of|45
2|on|3
2|one|3
2|only|2
2|out|3
2|outcome|1
2|parentheses|1
2|particular|1
2|peril|2
2|perilousness|1
2|pictorial|1
2|place|4
2|plant|2
2|political|1
2|position|1
2|pressed|1
2|presupposes|2
2|previous|1
2|princes|1
2|progress|1
2|prudence|1
2|pursued|1
2|recourse|1
2|reference|1
2|regret|1
2|rejecting|1
2|remain|1
2|remedied|1
2|responding|1
2|responds|1
2|response|1
2|retreat|2
2|retreating|1
2|return|1
2|revolution|1
2|rich|1
2|right|1
2|rise|1
2|rising|1
2|risks|1
2|ruler|2
2|s|1
2|sacred|1
2|same|1
2|saw|1
2|scale|1
2|second|2
2|secret|1
2|section|2
2|seeks|3
2|seem|1
2|seen|1
2|sees|1
2|service|1
2|she|3
2|should|5
2|show|2
2|showing|1
2|shows|6
2|six|4
2|sixth|1
2|small|1
2|social|1
2|son|1
2|sought|1
2|spoiler|1
2|stages|1
2|state|2
2|states|1
2|still|1
2|streams|1
2|strength|1
2|strong|6
2|struggles|2
2|student|1
2|subject|12
2|success|2
2|such|1
2|suggested|1
2|suitable|2
2|suitor|1
2|superior|2
2|surface|1
2|symbolise|1
2|symbolism|2
2|tears|1
2|ten|2
2|terror|1
2|text|3
2|textsi|2
2|that|6
2|the|101
2|their|1
2|them|2
2|then|1
2|thep|1
2|there|5
2|these|2
2|they|2
2|thing|1
2|things|4
2|thinks|1
2|third|3
2|this|3
2|though|1
2|through|1
2|to|25
2|topmost|1
2|tr|2
2|translation|1
2|trigram|4
2|trigrams|1
2|try|1
2|turn|1
2|under|1
2|undertaken|1
2|undivided|3
2|union|2
2|united|1
2|unspoken|1
2|unsuitable|1
2|unswerving|1
2|up|2
2|upper|1
2|us|1
2|used|1
2|very|1
2|was|3
2|way|2
2|weak|5
2|weeping|2
2|well|1
2|went|1
2|what|1
2|when|1
2|which|6
2|who|2
2|whole|1
2|whom|2
2|whose|1
2|wife|2
2|will|12
2|with|12
2|within|1
2|without|1
2|wooer|1
2|words|1
2|world|1
2|would|3
2|writing|1
2|wrote|1
2|wăn|2
2|y|2
2|years|2
2|young|2
2|yî|1
3|1|1
3|2|1
3|3|1
3|4|1
3|5|1
3|6|1
3|66|1
3|a|10
3|able|1
3|accounts|1
3|admitting|1
3|advantage|4
3|advantageous|1
3|all|2
3|also|3
3|an|4
3|and|30
3|appearance|1
3|appears|1
3|appendix|1
3|apply|1
3|are|1
3|as|7
3|at|1
3|authority|1
3|avail|1
3|bad|1
3|be|17
3|being|4
3|belonging|1
3|beneath|1
3|better|1
3|between|1
3|both|1
3|bottom|1
3|bound|1
3|burden|1
3|but|4
3|by|4
3|came|1
3|can|2
3|carrying|1
3|case|1
3|central|1
3|centre|1
3|chains|1
3|character|1
3|ching|4
3|come|3
3|comes|1
3|condition|1
3|correct|1
3|correlate|2
3|course|1
3|dealt|1
3|described|1
3|devolves|1
3|discharging|1
3|dispelling|1
3|divided|4
3|divination|1
3|divining|1
3|do|2
3|doing|1
3|done|1
3|duty|1
3|educational|1
3|effect|1
3|emblem|1
3|enigmatical|1
3|enlightening|2
3|even|2
3|exercising|1
3|experience|1
3|family|1
3|far|1
3|father|1
3|fifth|2
3|figure|1
3|firm|1
3|first|5
3|for|7
3|forbearance|2
3|fortunate|1
3|fortune|2
3|fourth|2
3|from|11
3|generosity|1
3|get|1
3|give|2
3|go|1
3|going|1
3|good|3
3|goodness|1
3|grossest|1
3|had|1
3|has|2
3|have|1
3|he|6
3|help|1
3|hence|1
3|her|2
3|hexagram|1
3|hexagramsacred|1
3|highest|1
3|him|8
3|his|4
3|honour|1
3|how|1
3|hsü|1
3|humility|1
3|i|8
3|icirc|2
3|if|4
3|ignorance|4
3|ignorant|5
3|in|18
3|indexnext|1
3|indicates|1
3|inexperience|1
3|inexperienced|1
3|injury|2
3|instruct|2
3|is|12
3|it|10
3|its|8
3|itself|2
3|ivas|1
3|keep|1
3|king|2
3|kun|1
3|lad|2
3|last|1
3|learns|1
3|legge|2
3|let|1
3|line|9
3|lines|1
3|loc|1
3|loosen|1
3|man|1
3|manacles|1
3|marks|1
3|marry|1
3|may|1
3|me|1
3|measures|1
3|might|1
3|mind|2
3|more|1
3|must|1
3|măng|2
3|natural|1
3|next|1
3|nine|2
3|no|3
3|nor|1
3|not|5
3|object|1
3|occasion|2
3|occupies|1
3|odd|1
3|of|20
3|off|1
3|on|4
3|one|2
3|or|2
3|oracular|1
3|parent|1
3|partly|1
3|party|1
3|persevered|1
3|person|1
3|place|7
3|plants|1
3|present|1
3|presupposes|1
3|previous|1
3|progress|1
3|proof|1
3|properly|1
3|punished|1
3|punishment|4
3|purpose|1
3|received|1
3|receives|1
3|recourse|1
3|regret|2
3|remove|1
3|represented|1
3|respect|1
3|response|1
3|rhythmical|1
3|ruler|1
3|sacred|1
3|said|1
3|say|1
3|second|6
3|section|2
3|see|2
3|seek|1
3|seeks|1
3|seems|1
3|sees|1
3|sentences|1
3|shackles|2
3|she|2
3|should|2
3|show|1
3|shows|5
3|simple|2
3|sincerity|1
3|six|4
3|sixth|2
3|small|1
3|smiting|1
3|so|1
3|son|2
3|strong|3
3|struggling|1
3|subject|8
3|success|1
3|such|1
3|suggested|1
3|suggests|1
3|surface|1
3|sustain|1
3|symbol|2
3|taken|2
3|taking|1
3|task|1
3|taught|1
3|text|2
3|textsi|2
3|than|1
3|that|8
3|the|64
3|then|1
3|there|5
3|these|1
3|they|1
3|things|1
3|third|3
3|this|1
3|thwan|1
3|time|1
3|to|14
3|topmost|2
3|tr|2
3|troublesome|2
3|two|1
3|undeveloped|1
3|undivided|4
3|unwise|1
3|us|2
3|use|2
3|usually|1
3|v|1
3|violence|1
3|warding|1
3|way|1
3|we|2
3|weak|5
3|wealth|1
3|well|1
3|what|1
3|when|2
3|which|4
3|whose|2
3|will|12
3|willing|1
3|wise|1
3|with|5
3|without|1
3|woman|1
3|women|2
3|would|1
3|y|2
3|youth|1
3|youthful|3
4|1|2
4|1122|1
4|2|2
4|279282|1
4|3|3
4|4|2
4|5|2
4|6|2
4|68|1
4|69strong|1
4|a|7
4|abide|1
4|advance|2
4|advantageous|1
4|advised|1
4|against|2
4|all|1
4|also|1
4|amidst|1
4|an|2
4|and|19
4|any|2
4|anything|1
4|appears|1
4|appliances|1
4|approach|2
4|appropriate|1
4|are|3
4|assured|1
4|at|2
4|authority|1
4|b|1
4|be|10
4|become|1
4|being|3
4|belong|1
4|below|1
4|blood|2
4|boldly|1
4|border|3
4|brilliant|1
4|brink|1
4|but|9
4|by|6
4|c|1
4|came|1
4|case|2
4|cavern|3
4|caverns|1
4|central|2
4|certainly|1
4|china|1
4|ching|4
4|close|1
4|comes|1
4|coming|1
4|companions|1
4|confident|1
4|confronted|1
4|constantly|1
4|correct|2
4|correctness|2
4|correlate|1
4|cross|2
4|daily|1
4|danger|1
4|dare|1
4|declared|2
4|deeds|1
4|deeply|1
4|defile|3
4|different|1
4|difficulties|1
4|distant|2
4|distinguished|1
4|divided|2
4|do|1
4|dynasty|1
4|effectual|1
4|encountering|1
4|end|2
4|enemy|1
4|engaged|1
4|entered|3
4|enterprises|1
4|error|1
4|escapes|1
4|expected|1
4|expression|1
4|feast|1
4|fields|1
4|fifth|2
4|find|1
4|firm|1
4|firmness|3
4|first|1
4|for|3
4|fortune|4
4|fourth|1
4|frequent|1
4|from|4
4|frontier|1
4|get|1
4|going|1
4|good|5
4|great|5
4|greatest|1
4|guests|2
4|has|4
4|hazardous|1
4|he|7
4|help|3
4|hexagram|1
4|hexagramsacred|1
4|him|2
4|his|10
4|historical|1
4|history|1
4|honour|2
4|hsü|1
4|i|7
4|icirc|2
4|idea|1
4|if|2
4|in|23
4|indexnext|1
4|injury|3
4|inner|1
4|intimates|1
4|into|3
4|invites|1
4|is|15
4|it|11
4|its|14
4|itself|1
4|king|3
4|kâu|2
4|legge|2
4|lesson|1
4|line|7
4|long|1
4|lords|1
4|maintain|1
4|may|2
4|mean|1
4|means|2
4|might|1
4|mind|1
4|more|2
4|mountain|1
4|movement|1
4|mud|2
4|must|1
4|natural|1
4|nearer|1
4|necessary|1
4|necessity|1
4|next|1
4|nine|4
4|no|2
4|not|3
4|nothing|1
4|odd|1
4|of|29
4|on|3
4|once|1
4|one|1
4|or|2
4|out|2
4|p|1
4|paragraph|2
4|part|1
4|passage|1
4|passed|1
4|peril|1
4|place|5
4|plan|1
4|position|2
4|pp|1
4|preceded|1
4|previous|1
4|princes|1
4|prove|1
4|proved|1
4|provoked|1
4|purpose|1
4|qualities|1
4|receive|1
4|received|1
4|reference|4
4|regis|1
4|resistance|1
4|respectfully|2
4|result|1
4|retreats|1
4|revolutionary|1
4|river|1
4|sacred|1
4|sand|3
4|scene|1
4|second|1
4|section|2
4|see|2
4|seems|1
4|selfrestrained|1
4|shang|1
4|shown|1
4|shows|6
4|sincerity|2
4|six|2
4|small|1
4|so|1
4|son|1
4|special|1
4|spoken|1
4|state|2
4|still|2
4|stream|6
4|strength|1
4|strife|2
4|strong|1
4|struggle|2
4|subject|12
4|success|4
4|such|2
4|suffer|1
4|suffering|1
4|suggests|2
4|sung|1
4|sure|1
4|symbolism|1
4|takes|1
4|taking|1
4|territory|1
4|text|2
4|textsi|2
4|that|6
4|the|66
4|them|1
4|themselves|1
4|thep|1
4|there|8
4|thereby|1
4|therefore|2
4|these|1
4|they|1
4|thinking|1
4|third|1
4|this|1
4|three|3
4|through|2
4|thus|1
4|till|2
4|time|1
4|to|16
4|tongues|1
4|topmost|1
4|tr|2
4|tries|1
4|trigram|1
4|triumph|1
4|triumphed|1
4|two|1
4|tyrant|1
4|under|1
4|understand|1
4|undertaking|1
4|undivided|5
4|upper|1
4|urged|1
4|vhsü|1
4|vi|1
4|vol|1
4|waiting|8
4|was|3
4|watery|1
4|weak|2
4|well|1
4|what|2
4|where|1
4|which|5
4|who|2
4|will|13
4|wiser|1
4|with|10
4|without|2
4|work|2
4|wû|1
4|wăn|1
4|y|2
4|yellow|1
4|yin|2
4|yî|1
5|1|2
5|2|2
5|3|3
5|32|1
5|4|2
5|5|3
5|6|2
5|70|1
5|71to|1
5|a|14
5|able|1
5|about|1
5|above|1
5|achievement|1
5|action|1
5|advantageous|2
5|again|1
5|against|3
5|agency|1
5|all|2
5|also|1
5|an|6
5|and|34
5|appanage|1
5|apprehensive|1
5|are|3
5|arena|1
5|as|8
5|assail|1
5|assigned|3
5|at|1
5|avoiding|1
5|background|1
5|bad|1
5|be|20
5|been|1
5|being|4
5|below|1
5|belt|1
5|bitter|1
5|both|1
5|bottom|1
5|business|1
5|but|11
5|by|3
5|can|2
5|caution|1
5|central|1
5|centre|2
5|changes|1
5|character|1
5|cherish|1
5|ching|4
5|circumstance|1
5|circumstances|1
5|city|2
5|claim|1
5|collision|1
5|come|1
5|companions|1
5|concealed|1
5|conceive|1
5|conferred|1
5|contend|2
5|contender|1
5|contending|1
5|contention|8
5|control|1
5|correct|2
5|correlate|2
5|course|2
5|cross|1
5|defeat|1
5|direct|1
5|disgrace|1
5|divided|2
5|drop|1
5|duke|1
5|eats|1
5|effect|2
5|emblematic|1
5|end|5
5|engage|2
5|enterprise|1
5|equal|1
5|even|3
5|every|1
5|evil|2
5|expected|1
5|explained|1
5|explains|1
5|exploits|1
5|expressions|1
5|fall|1
5|families|2
5|favour|1
5|fifth|2
5|figure|2
5|firm|1
5|firmly|1
5|first|1
5|for|8
5|forced|1
5|fortunate|1
5|fortune|6
5|fourth|1
5|from|7
5|further|1
5|general|1
5|give|1
5|given|1
5|gives|1
5|good|8
5|great|5
5|has|3
5|have|6
5|having|1
5|he|17
5|heaven|1
5|help|1
5|hence|1
5|here|2
5|hexagramsacred|1
5|him|5
5|himself|1
5|his|13
5|historically|1
5|history|1
5|hopeless|1
5|how|2
5|however|1
5|hsiang|1
5|humility|1
5|hundred|2
5|i|4
5|icirc|2
5|idea|1
5|if|8
5|ii|1
5|immediately|2
5|in|30
5|incapable|1
5|indexnext|1
5|indicated|1
5|individual|1
5|inhabitants|1
5|injury|1
5|insignificant|1
5|intimates|1
5|into|2
5|is|25
5|it|13
5|its|15
5|keep|2
5|keeping|1
5|keeps|1
5|khân|1
5|king|6
5|kâu|1
5|kî|1
5|leads|1
5|leathern|1
5|legge|2
5|let|1
5|likely|1
5|line|13
5|literally|1
5|little|2
5|lives|1
5|loc|1
5|looking|1
5|lower|3
5|lowest|1
5|lî|1
5|maintaining|1
5|man|2
5|match|1
5|matched|1
5|matter|1
5|may|5
5|meaning|1
5|meet|1
5|merit|1
5|might|2
5|mind|3
5|mistake|1
5|morning|2
5|must|1
5|nascent|1
5|nature|1
5|next|1
5|nine|4
5|no|3
5|not|6
5|obstruction|1
5|odd|2
5|of|29
5|old|3
5|on|5
5|one|4
5|only|2
5|opportunity|1
5|opposition|1
5|or|3
5|ordinances|1
5|out|3
5|own|1
5|p|1
5|perchance|1
5|peril|3
5|perilous|1
5|perpetuating|1
5|persevered|1
5|persistence|1
5|place|8
5|position|1
5|possibly|1
5|previous|1
5|proof|1
5|proper|3
5|prosecute|1
5|protests|1
5|rash|1
5|receive|1
5|received|1
5|regis|1
5|regulate|1
5|representative|1
5|represented|2
5|represents|1
5|rests|1
5|retire|2
5|retreats|1
5|returns|1
5|reward|2
5|riding|1
5|rule|1
5|ruler|1
5|s|6
5|sacred|1
5|safe|1
5|saidp|1
5|second|1
5|section|2
5|see|3
5|self|1
5|sentiments|1
5|serves|1
5|services|1
5|several|1
5|shall|1
5|should|2
5|shows|6
5|shâu|1
5|sincerity|2
5|six|2
5|small|2
5|so|3
5|some|2
5|son|1
5|sovereign|1
5|spoken|1
5|state|1
5|stream|1
5|strength|3
5|strife|5
5|strive|3
5|striving|1
5|strong|4
5|study|1
5|subject|12
5|subsequent|1
5|success|1
5|successfully|1
5|such|1
5|suffer|2
5|suggested|1
5|sung|1
5|support|2
5|supposed|1
5|sure|2
5|symbol|1
5|sze|1
5|taken|2
5|takes|1
5|text|3
5|textsi|2
5|that|4
5|the|78
5|there|6
5|therefore|2
5|they|1
5|third|1
5|this|1
5|though|1
5|three|2
5|thrice|3
5|thwan|3
5|to|26
5|too|1
5|topmost|2
5|town|1
5|tr|2
5|treatise|1
5|trigram|3
5|two|1
5|tyrant|1
5|undivided|6
5|unequal|2
5|upper|2
5|very|2
5|vii|1
5|virtue|1
5|viwe|1
5|wary|1
5|we|2
5|weak|4
5|weakened|1
5|were|1
5|where|1
5|which|2
5|while|1
5|who|1
5|whole|1
5|whom|1
5|whose|1
5|will|16
5|wish|1
5|with|6
5|withdraws|1
5|without|1
5|would|1
5|wû|2
5|wăn|2
5|x|1
5|y|2
5|yet|1
6|1|1
6|2|5
6|3|3
6|4|2
6|5|2
6|5th|1
6|6|1
6|72|1
6|73and|1
6|74natural|1
6|a|7
6|above|2
6|according|1
6|admitted|1
6|advantageous|1
6|age|1
6|ago|1
6|all|1
6|also|1
6|an|5
6|and|34
6|any|1
6|appendixes|1
6|appointing|1
6|appointment|2
6|are|3
6|army|2
6|as|4
6|assigned|1
6|assumed|1
6|at|1
6|attacking|1
6|authority|2
6|baggage|1
6|be|21
6|been|2
6|being|2
6|better|1
6|birds|2
6|both|1
6|brother|1
6|but|7
6|by|5
6|came|1
6|can|1
6|canon|1
6|carts|1
6|case|2
6|cause|1
6|cedes|1
6|central|1
6|centre|1
6|character|2
6|charges|1
6|chief|1
6|ching|4
6|circumstances|1
6|clans|1
6|combination|1
6|comes|1
6|command|4
6|conclusion|1
6|conduct|1
6|conducting|1
6|conferred|1
6|confidence|1
6|conveyed|2
